Oct.& 1&193&25&09.6&$+$& 4&02&11.8&0.4068559&Nov.&16&335&19&32.6&$-$& 6&42&25.6&0.3879050 \\       
    & 2&196&59&18.8&$+$& 3&40&17.8&0.4120137&    &17&339&23&51.2&$-$& 6&32&50.3&0.3821924 \\       
    & 3&200&28&05.1&$+$& 3&18&06.5&0.4169970&    &18&343&35&26.4&$-$& 6&20&54.2&0.3764193 \\       
    & 4&203&51&51.8&$+$& 2&55&43.9&0.4217916&    &19&347&54&40.1&$-$& 6&06&28.8&0.3706149 \\       
    & 5&207&11&01.3&$+$& 2&33&15.0&0.4263850&    &20&352&21&53.3&$-$& 5&49&25.9&0.3648114 \\[1.0ex]
    & 6&210&25&55.0&$+$& 2&10&44.4&0.4307661&    &21&356&57&25.5&$-$& 5&29&38.5&0.3590442 \\       
    & 7&213&36&53.3&$+$& 1&48&15.9&0.4349250&    &22&  1&41&33.9&$-$& 5&07&00.3&0.3533520 \\       
    & 8&216&44&15.8&$+$& 1&25&52.7&0.4388532&    &23&  6&34&32.9&$-$& 4&41&27.1&0.3477767 \\       
    & 9&219&48&21.2&$+$& 1&03&37.7&0.4425429&    &24& 11&36&33.4&$-$& 4&12&57.0&0.3423630 \\       
    &10&222&49&27.3&$+$& 0&41&33.4&0.4459875&    &25& 16&47&41.0&$-$& 3&41&31.1&0.3371587 \\[1.0ex]
    &11&225&47&51.2&$+$& 0&19&41.9&0.4491812&    &26& 22&07&55.8&$-$& 3&07&14.3&0.3322138 \\       
    &12&228&43&49.1&$-$& 0&01&55.0&0.4521188&    &27& 27&37&10.7&$-$& 2&30&16.0&0.3275797 \\       
    &13&231&37&36.7&$-$& 0&23&15.6&0.4547959&    &28& 33&15&10.8&$-$& 1&50&50.9&0.3233089 \\       
    &14&234&29&29.1&$-$& 0&44&18.4&0.4572086&    &29& 39&01&31.6&$-$& 1&09&19.2&0.3194531 \\       
    &15&237&19&40.8&$-$& 1&05&02.2&0.4593536&    &30& 44&55&38.9&$-$& 0&26&06.8&0.3160625 \\[1.0ex]
    &16&240&08&25.7&$-$& 1&25&25.6&0.4612281&Dic & 1& 50&56&48.0&$+$& 0&18&14.4&0.3131839 \\       
    &17&242&55&57.6&$-$& 1&45&27.7&0.4628297&    & 2& 57&04&03.5&$+$& 1&03&07.7&0.3108590 \\       
    &18&245&42&29.5&$-$& 2&05&07.4&0.4641565&    & 3& 63&16&19.5&$+$& 1&47&52.3&0.3091233 \\       
    &19&248&28&14.5&$-$& 2&24&23.5&0.4652069&    & 4& 69&32&21.0&$+$& 2&31&44.8&0.3080039 \\       
    &20&251&13&25.2&$-$& 2&43&15.2&0.4659796&    & 5& 75&50&45.6&$+$& 3&14&01.3&0.3075190 \\[1.0ex]
    &21&253&58&14.1&$-$& 3&01&41.2&0.4664738&    & 6& 82&10&05.0&$+$& 3&53&59.5&0.3076763 \\       
    &22&256&42&53.5&$-$& 3&19&40.6&0.4666890&    & 7& 88&28&48.5&$+$& 4&31&00.6&0.3084734 \\       
    &23&259&27&35.6&$-$& 3&37&12.3&0.4666248&    & 8& 94&45&25.5&$+$& 5&04&31.2&0.3098973 \\       
    &24&262&12&32.6&$-$& 3&54&15.0&0.4662814&    & 9&100&58&28.3&$+$& 5&34&05.0&0.3119253 \\       
    &25&264&57&56.8&$-$& 4&10&47.4&0.4656591&    &10&107&06&35.5&$+$& 5&59&23.2&0.3145261 \\[1.0ex]
    &26&267&44&00.3&$-$& 4&26&48.2&0.4647586&    &11&113&08&33.9&$+$& 6&20&15.1&0.3176609 \\       
    &27&270&30&55.7&$-$& 4&42&15.8&0.4635811&    &12&119&03&20.3&$+$& 6&36&37.6&0.3212852 \\       
    &28&273&18&55.4&$-$& 4&57&08.6&0.4621278&    &13&124&50&02.8&$+$& 6&48&34.5&0.3253505 \\       
    &29&276&08&12.2&$-$& 5&11&24.7&0.4604005&    &14&130&28&01.0&$+$& 6&56&15.4&0.3298057 \\       
    &30&278&58&59.1&$-$& 5&25&02.1&0.4584013&    &15&135&56&46.1&$+$& 6&59&54.5&0.3345984 \\[1.0ex]
    &31&281&51&29.4&$-$& 5&37&58.6&0.4561329&    &16&141&15&59.9&$+$& 6&59&49.1&0.3396766 \\       
Nov.& 1&284&45&57.0&$-$& 5&50&11.8&0.4535982&    &17&146&25&33.8&$+$& 6&56&18.6&0.3449895 \\       
    & 2&287&42&35.7&$-$& 6&01&38.9&0.4508008&    &18&151&25&28.0&$+$& 6&49&43.3&0.3504881 \\       
    & 3&290&41&40.4&$-$& 6&12&17.0&0.4477449&    &19&156&15&49.4&$+$& 6&40&23.9&0.3561260 \\       
    & 4&293&43&25.9&$-$& 6&22&02.8&0.4444351&    &20&160&56&50.8&$+$& 6&28&40.3&0.3618599 \\[1.0ex]
    & 5&296&48&08.1&$-$& 6&30&52.6&0.4408769&    &21&165&28&49.7&$+$& 6&14&51.6&0.3676495 \\       
    & 6&299&56&03.1&$-$& 6&38&42.4&0.4370766&    &22&169&52&06.8&$+$& 5&59&15.5&0.3734577 \\       
    & 7&303&07&27.8&$-$& 6&45&28.0&0.4330413&    &23&174&07&05.1&$+$& 5&42&08.4&0.3792506 \\       
    & 8&306&22&39.7&$-$& 6&51&04.5&0.4287789&    &24&178&14&09.4&$+$& 5&23&45.1&0.3849976 \\       
    & 9&309&41&57.2&$-$& 6&55&26.7&0.4242988&    &25&182&13&45.3&$+$& 5&04&18.6&0.3906708 \\[1.0ex]
    &10&313&05&39.2&$-$& 6&58&28.9&0.4196113&    &26&186&06&18.6&$+$& 4&44&00.9&0.3962452 \\       
    &11&316&34&05.3&$-$& 7&00&05.0&0.4147281&    &27&189&52&15.3&$+$& 4&23&02.1&0.4016985 \\       
    &12&320&07&36.0&$-$& 7&00&08.3&0.4096625&    &28&193&32&00.8&$+$& 4&01&31.5&0.4070107 \\       
    &13&323&46&32.2&$-$& 6&58&31.8&0.4044296&    &29&197&06&00.0&$+$& 3&39&36.9&0.4121637 \\       
    &14&327&31&15.6&$-$& 6&55&07.9&0.3990460&    &30&200&34&37.0&$+$& 3&17&25.1&0.4171418 \\[1.0ex]
    &15&331&22&08.3&$-$& 6&49&48.6&0.3935308&    &31&203&58&15.2&$+$& 2&55&02.2&0.4219308 \\       
    &16&335&19&32.6&$-$& 6&42&25.6&0.3879050&    &32&207&17&16.7&$+$& 2&32&33.2&0.4265183 \\[1.0ex]
