Jul.& 1&177&58&53.1&$+$& 5&24&54.7&0.3846554&Agt.&16&320&00&52.9&$-$& 7&00&09.8&0.4098124 \\       
    & 2&181&58&55.2&$+$& 5&05&31.8&0.3903336&    &17&323&39&39.4&$-$& 6&58&36.4&0.4045842 \\       
    & 3&185&51&53.1&$+$& 4&45&17.0&0.3959145&    &18&327&24&12.4&$-$& 6&55&15.9&0.3992050 \\       
    & 4&189&38&12.9&$+$& 4&24&20.5&0.4013755&    &19&331&14&54.1&$-$& 6&50&00.1&0.3936934 \\       
    & 5&193&18&20.0&$+$& 4&02&51.6&0.4066964&    &20&335&12&06.7&$-$& 6&42&41.0&0.3880708 \\[1.0ex]
    & 6&196&52&39.3&$+$& 3&40&58.3&0.4118593&    &21&339&16&12.9&$-$& 6&33&09.8&0.3823606 \\       
    & 7&200&21&35.1&$+$& 3&18&47.5&0.4168481&    &22&343&27&35.1&$-$& 6&21&18.0&0.3765890 \\       
    & 8&203&45&30.5&$+$& 2&56&25.1&0.4216487&    &23&347&46&35.1&$-$& 6&06&57.2&0.3707853 \\       
    & 9&207&04&48.1&$+$& 2&33&56.4&0.4262484&    &24&352&13&34.0&$-$& 5&49&59.2&0.3649815 \\       
    &10&210&19&49.2&$+$& 2&11&25.8&0.4306360&    &25&356&48&51.3&$-$& 5&30&16.7&0.3592130 \\[1.0ex]
    &11&213&30&54.4&$+$& 1&48&57.2&0.4348019&    &26&  1&32&44.3&$-$& 5&07&43.7&0.3535183 \\       
    &12&216&38&23.2&$+$& 1&26&33.8&0.4387371&    &27&  6&25&27.6&$-$& 4&42&15.8&0.3479391 \\       
    &13&219&42&34.3&$+$& 1&04&18.6&0.4424341&    &28& 11&27&12.0&$-$& 4&13&50.9&0.3425203 \\       
    &14&222&43&45.6&$+$& 0&42&13.9&0.4458863&    &29& 16&38&03.5&$-$& 3&42&30.2&0.3373095 \\       
    &15&225&42&14.1&$+$& 0&20&22.0&0.4490876&    &30& 21&58&02.1&$-$& 3&08&18.3&0.3323565 \\[1.0ex]
    &16&228&38&16.2&$-$& 0&01&15.4&0.4520330&    &31& 27&27&01.3&$-$& 2&31&24.7&0.3277128 \\       
    &17&231&32&07.5&$-$& 0&22&36.5&0.4547179&Sep.& 1& 33&04&46.0&$-$& 1&52&03.7&0.3234309 \\       
    &18&234&24&03.2&$-$& 0&43&39.9&0.4571386&    & 2& 38&50&52.3&$-$& 1&10&35.4&0.3195625 \\       
    &19&237&14&17.7&$-$& 1&04&24.2&0.4592917&    & 3& 44&44&46.2&$-$& 0&27&25.6&0.3161578 \\       
    &20&240&03&05.1&$-$& 1&24&48.4&0.4611743&    & 4& 50&45&43.3&$+$& 0&16&54.1&0.3132637 \\[1.0ex]
    &21&242&50&39.0&$-$& 1&44&51.1&0.4627841&    & 5& 56&52&48.5&$+$& 1&01&47.0&0.3109223 \\       
    &22&245&37&12.6&$-$& 2&04&31.5&0.4641191&    & 6& 63&04&56.2&$+$& 1&46&32.4&0.3091690 \\       
    &23&248&22&58.8&$-$& 2&23&48.4&0.4651777&    & 7& 69&20&51.9&$+$& 2&30&27.0&0.3080314 \\       
    &24&251&08&10.4&$-$& 2&42&40.8&0.4659587&    & 8& 75&39&13.0&$+$& 3&12&47.0&0.3075277 \\       
    &25&253&52&59.8&$-$& 3&01&07.6&0.4664612&    & 9& 81&58&31.6&$+$& 3&52&49.9&0.3076662 \\[1.0ex]
    &26&256&37&39.3&$-$& 3&19&07.9&0.4666846&    &10& 88&17&16.9&$+$& 4&29&56.8&0.3084447 \\       
    &27&259&22&21.2&$-$& 3&36&40.4&0.4666287&    &11& 94&33&58.3&$+$& 5&03&34.2&0.3098504 \\       
    &28&262&07&17.7&$-$& 3&53&44.0&0.4662935&    &12&100&47&08.1&$+$& 5&33&15.4&0.3118610 \\       
    &29&264&52&41.0&$-$& 4&10&17.4&0.4656794&    &13&106&55&24.6&$+$& 5&58&41.4&0.3144453 \\       
    &30&267&38&43.3&$-$& 4&26&19.2&0.4647872&    &14&112&57&34.3&$+$& 6&19&41.4&0.3175649 \\[1.0ex]
    &31&270&25&37.0&$-$& 4&41&47.9&0.4636177&    &15&118&52&33.8&$+$& 6&36&12.0&0.3211753 \\       
Agt.& 1&273&13&34.7&$-$& 4&56&41.8&0.4621725&    &16&124&39&30.8&$+$& 6&48&16.8&0.3252282 \\       
    & 2&276&02&49.1&$-$& 5&10&59.0&0.4604532&    &17&130&17&44.6&$+$& 6&56&05.3&0.3296724 \\       
    & 3&278&53&33.2&$-$& 5&24&37.7&0.4584621&    &18&135&46&46.0&$+$& 6&59&51.4&0.3344557 \\       
    & 4&281&46&00.4&$-$& 5&37&35.6&0.4562015&    &19&141&06&16.5&$+$& 6&59&52.5&0.3395260 \\[1.0ex]
    & 5&284&40&24.4&$-$& 5&49&50.1&0.4536746&    &20&146&16&07.4&$+$& 6&56&27.9&0.3448324 \\       
    & 6&287&36&59.2&$-$& 6&01&18.7&0.4508849&    &21&151&16&18.4&$+$& 6&49&58.0&0.3503259 \\       
    & 7&290&35&59.4&$-$& 6&11&58.4&0.4478365&    &22&156&06&56.4&$+$& 6&40&43.3&0.3559601 \\       
    & 8&293&37&40.1&$-$& 6&21&45.8&0.4445341&    &23&160&48&14.0&$+$& 6&29&03.9&0.3616915 \\       
    & 9&296&42&16.9&$-$& 6&30&37.4&0.4409832&    &24&165&20&28.5&$+$& 6&15&18.7&0.3674797 \\[1.0ex]
    &10&299&50&06.1&$-$& 6&38&29.1&0.4371899&    &25&169&44&00.6&$+$& 5&59&45.7&0.3732876 \\       
    &11&303&01&24.5&$-$& 6&45&16.7&0.4331614&    &26&173&59&13.3&$+$& 5&42&41.3&0.3790812 \\       
    &12&306&16&29.6&$-$& 6&50&55.4&0.4289056&    &27&178&06&31.2&$+$& 5&24&20.0&0.3848296 \\       
    &13&309&35&39.7&$-$& 6&55&20.0&0.4244318&    &28&182&06&19.9&$+$& 5&04&55.4&0.3905052 \\       
    &14&312&59&13.8&$-$& 6&58&24.7&0.4197503&    &29&185&59&05.4&$+$& 4&44&39.1&0.3960826 \\[1.0ex]
    &15&316&27&31.4&$-$& 7&00&03.5&0.4148727&    &30&189&45&13.4&$+$& 4&23&41.5&0.4015396 \\       
    &16&320&00&52.9&$-$& 7&00&09.8&0.4098124&Oct.& 1&193&25&09.6&$+$& 4&02&11.8&0.4068559 \\[1.0ex]
